time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-07-02,33.9,30.0,38.0,0.0,,214.0,10.5,,1001.8,
2021-07-03,32.4,30.0,37.0,0.0,,23.0,8.1,,1001.8,
2021-07-04,32.6,29.0,37.0,0.0,,114.0,12.0,,1002.4,
2021-07-05,29.7,26.0,33.0,5.1,,131.0,12.6,,1004.2,
2021-07-06,31.3,28.0,35.0,0.0,,100.0,8.8,,1003.9,
2021-07-07,29.1,27.0,34.0,24.1,,331.0,6.5,,1004.3,
2021-07-08,27.4,25.0,29.0,47.2,,77.0,11.2,,1006.1,
2021-07-09,28.8,26.0,33.0,14.0,,112.0,9.8,,1008.3,
2021-07-10,28.9,25.0,32.0,2.1,,65.0,7.0,,1008.8,
2021-07-11,30.6,26.0,35.0,0.6,,130.0,8.6,,1009.5,
2021-07-12,31.1,27.0,35.0,0.0,,136.0,13.8,,1008.2,
2021-07-13,31.1,27.0,35.0,0.6,,134.0,16.2,,1006.0,
2021-07-14,31.2,28.0,35.0,1.1,,128.0,15.6,,1005.6,
2021-07-15,31.2,27.0,35.0,0.4,,136.0,12.8,,1007.3,
2021-07-16,31.4,27.0,36.0,0.3,,122.0,10.7,,1007.5,
2021-07-17,31.6,27.0,36.0,0.0,,98.0,10.8,,1003.8,
2021-07-18,26.3,25.0,31.0,0.8,,100.0,11.4,,1001.8,
2021-07-19,29.1,25.0,34.0,21.1,,59.0,7.0,,1001.7,
2021-07-20,28.8,26.0,35.0,4.3,,284.0,6.8,,1002.0,
2021-07-21,28.7,26.0,34.0,9.1,,308.0,10.6,,1001.3,
2021-07-22,28.3,26.0,31.0,32.8,,2.0,6.5,,999.8,
2021-07-23,26.9,26.0,28.0,67.2,,303.0,10.0,,998.2,
2021-07-24,30.6,27.0,36.0,19.9,,310.0,9.3,,998.2,
2021-07-25,29.7,27.0,35.0,9.4,,319.0,8.8,,999.4,
2021-07-26,30.6,26.0,35.0,2.0,,265.0,8.9,,999.3,
2021-07-27,31.9,27.0,36.0,0.6,,261.0,7.0,,997.5,
2021-07-28,30.6,28.0,36.0,5.4,,359.0,9.6,,997.3,
2021-07-29,30.2,28.0,36.0,11.8,,4.0,7.2,,999.0,
2021-07-30,31.2,28.0,36.0,0.4,,78.0,7.0,,999.5,
2021-07-31,31.0,28.0,37.0,1.3,,53.0,8.1,,998.0,
2021-08-01,27.9,25.0,31.0,12.4,,261.0,9.0,,999.1,
2021-08-02,30.7,27.0,36.0,0.1,,280.0,5.9,,998.4,
2021-08-03,31.8,27.0,36.0,0.0,,314.0,8.0,,999.3,
2021-08-04,32.9,28.0,37.0,0.0,,291.0,6.7,,999.4,
2021-08-05,32.8,29.0,36.0,0.0,,316.0,8.3,,998.0,
2021-08-06,33.6,29.0,38.0,0.0,,273.0,10.5,,998.6,
2021-08-07,34.2,30.0,38.0,0.0,,318.0,8.5,,999.9,
2021-08-08,29.3,27.0,34.0,0.0,,64.0,9.8,,1001.3,
2021-08-09,29.8,27.0,32.0,0.0,,65.0,8.6,,1001.4,
2021-08-10,26.8,25.0,30.0,23.1,,119.0,9.0,,1002.4,
2021-08-11,26.8,25.0,33.0,24.9,,84.0,9.0,,1004.9,
2021-08-12,27.6,24.0,32.0,50.5,,77.0,9.8,,1005.9,
2021-08-13,30.7,26.0,35.0,2.2,,110.0,9.3,,1002.0,
2021-08-14,29.6,24.0,35.0,9.2,,118.0,8.9,,1000.9,
2021-08-15,28.5,26.0,32.0,9.5,,78.0,8.2,,1005.3,
2021-08-16,29.4,27.0,34.0,5.3,,96.0,11.7,,1008.6,
2021-08-17,29.3,25.0,35.0,0.3,,48.0,8.7,,1008.3,
2021-08-18,29.1,24.0,35.0,1.1,,107.0,9.8,,1006.2,
2021-08-19,30.3,25.0,34.0,11.5,,101.0,11.1,,1006.2,
2021-08-20,30.7,27.0,34.0,4.6,,131.0,11.8,,1007.4,
2021-08-21,31.4,28.0,36.0,0.1,,130.0,12.6,,1006.3,
2021-08-22,31.2,28.0,35.0,0.0,,122.0,13.8,,1003.9,
2021-08-23,27.7,27.0,30.0,2.8,,92.0,14.8,,1003.3,
2021-08-24,30.4,27.0,34.0,11.2,,93.0,12.0,,1003.7,
2021-08-25,30.1,27.0,34.0,12.4,,109.0,11.9,,1005.4,
2021-08-26,28.7,25.0,32.0,11.8,,86.0,10.2,,1008.0,
2021-08-27,27.5,24.0,31.0,7.1,,36.0,7.0,,1009.5,
2021-08-28,27.5,23.0,32.0,7.8,,83.0,6.6,,1009.5,
2021-08-29,28.6,25.0,33.0,2.9,,66.0,8.1,,1009.6,
2021-08-30,29.2,26.0,33.0,1.1,,63.0,7.5,,1009.9,
2021-08-31,29.7,26.0,34.0,3.1,,109.0,8.0,,1009.6,
2021-09-01,29.9,27.0,34.0,2.0,,51.0,8.2,,1008.5,
2021-09-02,28.5,25.0,32.0,8.9,,99.0,6.5,,1007.5,
2021-09-03,29.8,26.0,33.0,4.4,,83.0,9.4,,1005.2,
2021-09-04,29.9,27.0,33.0,4.2,,95.0,10.9,,1005.5,
2021-09-05,27.9,25.0,32.0,12.1,,111.0,8.3,,1008.3,
2021-09-06,29.4,25.0,34.0,4.2,,317.0,7.5,,1010.3,
2021-09-07,26.8,26.0,31.0,21.1,,308.0,7.2,,1010.0,
2021-09-08,27.1,24.0,32.0,27.1,,349.0,9.4,,1008.5,
2021-09-09,27.9,24.0,32.0,9.3,,284.0,7.4,,1009.7,
2021-09-10,29.4,25.0,34.0,0.0,,303.0,6.7,,1008.5,
2021-09-11,30.4,25.0,35.0,0.0,,283.0,8.2,,1005.3,
2021-09-12,31.4,27.0,36.0,0.0,,328.0,6.2,,1002.5,
2021-09-13,28.3,26.0,34.0,0.0,,359.0,8.1,,1005.8,
2021-09-14,26.1,25.0,28.0,26.1,,351.0,6.9,,1010.2,
2021-09-15,26.6,25.0,28.0,9.2,,4.0,6.0,,1011.5,
2021-09-16,27.8,25.0,31.0,3.1,,102.0,7.8,,1010.1,
2021-09-17,27.2,24.0,32.0,3.6,,99.0,11.2,,1008.7,
2021-09-18,29.4,25.0,34.0,5.8,,112.0,10.0,,1008.3,
2021-09-19,29.8,26.0,34.0,0.4,,111.0,12.2,,1009.3,
2021-09-20,27.7,25.0,33.0,5.7,,2.0,7.9,,1009.8,
2021-09-21,29.3,24.0,34.0,2.0,,88.0,6.7,,1009.2,
2021-09-22,27.7,25.0,32.0,9.1,,75.0,6.5,,1008.7,
2021-09-23,27.5,25.0,32.0,9.5,,351.0,7.4,,1011.2,
2021-09-24,26.1,25.0,28.0,32.3,,18.0,6.1,,1011.5,
2021-09-25,26.2,23.0,32.0,28.2,,345.0,7.7,,1011.2,
2021-09-26,26.0,24.0,30.0,18.4,,293.0,7.5,,1011.5,
2021-09-27,27.7,24.0,32.0,17.1,,286.0,5.1,,1011.0,
2021-09-28,29.3,25.0,33.0,0.0,,305.0,7.1,,1009.8,
2021-09-29,29.6,26.0,34.0,0.0,,96.0,7.0,,1008.1,
2021-09-30,29.9,26.0,34.0,0.2,,104.0,8.8,,1008.3,
2021-10-01,29.6,26.0,34.0,0.5,,107.0,9.9,,1008.3,
2021-10-02,26.1,25.0,31.0,4.5,,9.0,9.1,,1009.6,
2021-10-03,28.6,25.0,33.0,0.0,,91.0,7.5,,1010.0,
2021-10-04,26.9,25.0,32.0,0.4,,352.0,7.4,,1011.0,
2021-10-05,29.3,25.0,33.0,4.8,,26.0,8.0,,1010.8,
2021-10-06,29.1,26.0,34.0,0.7,,317.0,4.9,,1007.8,
2021-10-07,29.6,26.0,34.0,0.4,,323.0,5.8,,1005.0,
2021-10-08,30.3,27.0,34.0,0.0,,350.0,11.4,,1004.0,
2021-10-09,25.2,23.0,29.0,9.1,,343.0,9.9,,1004.1,
2021-10-10,23.9,23.0,25.0,99.4,,319.0,14.5,,1003.0,
2021-10-11,23.5,23.0,24.0,103.9,,17.0,14.9,,1008.0,
2021-10-12,25.1,22.0,29.0,0.0,,10.0,12.7,,1009.4,
2021-10-13,24.4,22.0,27.0,5.1,,339.0,10.3,,1005.9,
2021-10-14,22.2,21.0,25.0,15.0,,7.0,18.8,,1006.2,
2021-10-15,21.4,21.0,22.0,33.0,,336.0,9.1,,1011.1,
2021-10-16,20.8,19.0,24.0,52.1,,351.0,13.7,,1016.6,
2021-10-17,20.9,20.0,24.0,3.8,,4.0,14.3,,1019.9,
2021-10-18,19.4,18.0,21.0,11.3,,345.0,7.6,,1018.8,
2021-10-19,22.6,20.0,24.0,3.3,,31.0,3.8,,1017.3,
2021-10-20,26.9,22.0,31.0,0.0,,112.0,9.5,,1013.7,
2021-10-21,21.4,20.0,26.0,0.0,,45.0,14.9,,1015.4,
2021-10-22,19.6,19.0,21.0,0.0,,23.0,12.2,,1020.9,
2021-10-23,21.0,18.0,24.0,0.0,,4.0,8.2,,1021.2,
2021-10-24,21.2,19.0,25.0,0.0,,340.0,9.3,,1020.2,
2021-10-25,22.2,18.0,27.0,0.0,,340.0,4.7,,1017.1,
2021-10-26,23.5,18.0,28.0,0.0,,47.0,5.4,,1015.5,
2021-10-27,26.0,20.0,29.0,0.0,,16.0,4.7,,1016.3,
2021-10-28,21.8,21.0,25.0,40.9,,349.0,7.8,,1017.3,
2021-10-29,21.5,21.0,22.0,56.0,,344.0,5.3,,1017.7,
2021-10-30,19.7,19.0,22.0,35.3,,6.0,11.7,,1018.6,
2021-10-31,20.7,20.0,22.0,2.0,,10.0,6.7,,1017.5,
2021-11-01,21.5,20.0,22.0,4.7,,12.0,9.1,,1017.4,
2021-11-02,21.7,21.0,23.0,8.8,,17.0,6.8,,1017.1,
2021-11-03,23.9,21.0,27.0,0.8,,50.0,7.2,,1015.3,
2021-11-04,26.4,22.0,30.0,0.4,,126.0,12.5,,1012.3,
2021-11-05,26.6,23.0,30.0,0.0,,138.0,12.4,,1010.0,
2021-11-06,26.6,24.0,30.0,0.0,,131.0,10.5,,1007.9,
2021-11-07,25.8,23.0,31.0,17.8,,82.0,9.9,,1010.9,
2021-11-08,18.7,18.0,24.0,1.4,,8.0,16.7,,1019.9,
2021-11-09,20.3,17.0,24.0,0.0,,14.0,7.4,,1020.4,
2021-11-10,20.0,19.0,24.0,0.0,,357.0,8.2,,1019.9,
2021-11-11,21.6,16.0,25.0,0.0,,38.0,6.0,,1017.1,
2021-11-12,21.8,20.0,25.0,0.0,,1.0,8.1,,1019.1,
2021-11-13,20.2,19.0,24.0,0.0,,334.0,10.9,,1019.3,
2021-11-14,21.5,17.0,26.0,0.0,,356.0,5.3,,1017.8,
2021-11-15,22.8,19.0,26.0,0.0,,74.0,6.8,,1015.7,
2021-11-16,20.9,21.0,22.0,0.0,,359.0,3.8,,1015.6,
2021-11-17,20.6,20.0,22.0,0.7,,5.0,10.0,,1017.3,
2021-11-18,19.7,18.0,23.0,0.0,,16.0,9.1,,1015.8,
2021-11-19,20.7,17.0,23.0,0.0,,61.0,7.7,,1010.5,
2021-11-20,23.9,20.0,28.0,2.5,,190.0,5.3,,1008.9,
2021-11-21,25.8,23.0,31.0,10.0,,144.0,10.3,,1011.6,
2021-11-22,18.9,18.0,24.0,1.3,,32.0,17.4,,1018.2,
2021-11-23,18.3,17.0,21.0,0.0,,8.0,12.8,,1022.0,
2021-11-24,18.0,17.0,21.0,0.0,,355.0,10.0,,1021.9,
2021-11-25,18.1,16.0,21.0,0.0,,316.0,5.5,,1019.5,
2021-11-26,20.2,16.0,24.0,0.0,,316.0,5.7,,1019.3,
2021-11-27,20.4,18.0,25.0,0.0,,2.0,6.9,,1020.2,
2021-11-28,20.7,15.0,26.0,0.0,,307.0,4.6,,1019.7,
2021-11-29,22.4,18.0,28.0,0.0,,323.0,4.0,,1018.2,
2021-11-30,21.4,19.0,26.0,0.0,,4.0,12.0,,1020.6,
2021-12-01,18.3,15.0,24.0,0.0,,16.0,8.1,,1021.9,
2021-12-02,17.1,12.0,23.0,0.0,,358.0,5.1,,1022.5,
2021-12-03,17.1,12.0,24.0,0.0,,329.0,4.5,,1022.5,
2021-12-04,17.8,12.0,24.0,0.0,,323.0,5.0,,1021.9,
2021-12-05,17.9,13.0,24.0,0.0,,331.0,5.1,,1021.7,
2021-12-06,17.8,13.0,25.0,0.0,,358.0,4.8,,1020.9,
2021-12-07,17.9,11.0,25.0,0.0,,37.0,3.9,,1020.7,
2021-12-08,20.1,12.0,24.0,0.4,,319.0,3.5,,1021.5,
2021-12-09,19.1,18.0,22.0,0.4,,313.0,6.1,,1022.5,
2021-12-10,21.4,17.0,25.0,0.0,,140.0,7.8,,1019.5,
2021-12-11,21.1,19.0,24.0,0.1,,115.0,7.9,,1019.8,
2021-12-12,20.7,17.0,26.0,0.1,,25.0,10.3,,1022.0,
2021-12-13,16.9,14.0,20.0,0.0,,9.0,10.0,,1022.4,
2021-12-14,19.1,13.0,23.0,0.0,,24.0,4.4,,1018.0,
2021-12-15,19.4,16.0,21.0,0.4,,57.0,5.7,,1014.8,
2021-12-16,21.5,19.0,26.0,0.0,,332.0,4.8,,1015.1,
2021-12-17,20.8,18.0,25.0,0.5,,12.0,10.8,,1019.3,
2021-12-18,18.3,17.0,22.0,0.0,,20.0,12.9,,1022.4,
2021-12-19,18.8,14.0,22.0,0.0,,356.0,10.1,,1021.9,
2021-12-20,18.6,17.0,22.0,0.0,,17.0,8.1,,1017.7,
2021-12-21,18.6,16.0,23.0,0.0,,326.0,9.5,,1017.4,
2021-12-22,18.8,14.0,25.0,0.0,,89.0,6.5,,1016.9,
2021-12-23,19.9,15.0,24.0,0.0,,109.0,7.4,,1015.6,
2021-12-24,20.5,17.0,23.0,0.0,,21.0,7.0,,1016.3,
2021-12-25,20.5,19.0,23.0,4.8,,48.0,5.7,,1018.8,
2021-12-26,16.6,15.0,19.0,0.0,,49.0,13.1,,1022.4,
2021-12-27,12.7,12.0,15.0,0.0,,32.0,15.4,,1026.6,
2021-12-28,14.8,11.0,17.0,0.0,,18.0,7.6,,1024.6,
2021-12-29,14.9,14.0,16.0,0.0,,23.0,10.3,,1024.3,
2021-12-30,15.8,14.0,19.0,0.0,,19.0,11.8,,1025.9,
2021-12-31,15.5,13.0,17.0,0.5,,26.0,9.2,,1025.0,
2022-01-01,16.2,15.0,17.0,0.0,,15.0,8.6,,1024.2,
2022-01-02,16.6,15.0,22.0,0.0,,358.0,7.2,,1022.6,
2022-01-03,17.7,13.0,20.0,0.0,,347.0,3.1,,1020.1,
2022-01-04,20.7,16.0,24.0,0.0,,113.0,7.2,,1017.6,
2022-01-05,20.6,17.0,24.0,0.0,,97.0,7.8,,1016.2,
2022-01-06,21.0,19.0,25.0,0.0,,118.0,11.4,,1017.0,
2022-01-07,21.0,19.0,24.0,0.0,,115.0,11.6,,1019.1,
2022-01-08,18.6,16.0,22.0,0.0,,100.0,14.3,,1017.8,
2022-01-09,14.2,14.0,16.0,2.3,,36.0,13.4,,1017.7,
2022-01-10,15.3,13.0,16.0,0.5,,35.0,9.6,,1017.0,
2022-01-11,17.4,16.0,20.0,1.5,,20.0,9.5,,1020.9,
2022-01-12,16.9,15.0,18.0,0.0,,85.0,8.7,,1019.5,
2022-01-13,15.6,15.0,17.0,0.3,,32.0,10.4,,1021.1,
2022-01-14,16.7,15.0,18.0,0.0,,58.0,5.9,,1018.7,
2022-01-15,18.5,16.0,21.0,0.0,,275.0,4.5,,1017.1,
2022-01-16,18.3,16.0,24.0,0.3,,354.0,9.3,,1017.7,
2022-01-17,14.9,13.0,16.0,23.1,,18.0,12.8,,1021.7,
2022-01-18,17.2,15.0,21.0,0.0,,354.0,7.7,,1021.6,
2022-01-19,17.8,13.0,22.0,0.0,,59.0,6.4,,1019.3,
2022-01-20,16.4,15.0,17.0,2.8,,84.0,9.5,,1017.0,
2022-01-21,16.1,16.0,17.0,7.1,,33.0,5.4,,1015.6,
2022-01-22,18.9,16.0,21.0,4.6,,66.0,4.8,,1011.0,
2022-01-23,21.1,18.0,24.0,0.3,,223.0,6.4,,1010.6,
2022-01-24,22.4,20.0,26.0,0.0,,150.0,8.3,,1011.6,
2022-01-25,20.6,20.0,22.0,0.0,,130.0,13.8,,1013.7,
2022-01-26,20.8,19.0,23.0,0.3,,130.0,13.6,,1014.0,
2022-01-27,22.2,20.0,26.0,0.0,,121.0,14.4,,1013.8,
2022-01-28,22.6,20.0,26.0,0.0,,121.0,17.4,,1013.1,
2022-01-29,14.9,13.0,21.0,1.0,,69.0,20.1,,1013.1,
2022-01-30,12.4,11.0,14.0,0.3,,37.0,13.8,,1017.0,
2022-01-31,12.8,11.0,14.0,1.0,,30.0,12.8,,1018.7,
2022-02-01,12.8,12.0,14.0,0.0,,25.0,11.9,,1019.2,
2022-02-02,12.6,11.0,14.0,0.0,,22.0,12.4,,1020.3,
2022-02-03,14.4,12.0,16.0,0.0,,4.0,10.4,,1020.6,
2022-02-04,15.6,14.0,18.0,0.0,,350.0,8.1,,1022.0,
2022-02-05,14.1,13.0,17.0,0.8,,47.0,8.0,,1022.7,
2022-02-06,13.1,12.0,14.0,7.0,,57.0,8.0,,1019.2,
2022-02-07,17.2,14.0,20.0,0.3,,87.0,6.1,,1014.8,
2022-02-08,15.2,14.0,17.0,1.5,,56.0,12.3,,1015.6,
2022-02-09,12.6,12.0,14.0,1.0,,48.0,15.1,,1018.3,
2022-02-10,13.8,12.0,15.0,0.5,,46.0,9.7,,1016.1,
2022-02-11,16.3,14.0,18.0,2.0,,30.0,4.9,,1015.2,
2022-02-12,14.7,14.0,16.0,5.1,,51.0,11.4,,1014.2,
2022-02-13,13.9,13.0,15.0,7.1,,26.0,14.0,,1015.1,
2022-02-14,16.9,13.0,20.0,0.0,,47.0,9.9,,1017.9,
2022-02-15,16.1,15.0,17.0,0.0,,55.0,7.7,,1016.5,
2022-02-16,16.6,15.0,17.0,1.0,,46.0,5.2,,1012.7,
2022-02-17,19.1,17.0,20.0,0.0,,29.0,4.3,,1009.9,
2022-02-18,19.6,19.0,22.0,0.5,,106.0,10.2,,1010.0,
2022-02-19,11.2,10.0,19.0,31.5,,37.0,19.1,,1016.9,
2022-02-20,9.1,8.0,10.0,39.9,,22.0,15.4,,1022.8,
2022-02-21,11.3,9.0,13.0,0.3,,16.0,14.1,,1023.9,
2022-02-22,11.8,10.0,13.0,0.0,,15.0,14.5,,1025.2,
2022-02-23,13.8,11.0,17.0,0.0,,357.0,9.4,,1026.8,
2022-02-24,14.3,10.0,19.0,0.0,,85.0,10.1,,1026.4,
2022-02-25,15.9,10.0,20.0,0.0,,90.0,8.2,,1023.9,
2022-02-26,18.0,13.0,21.0,0.0,,42.0,6.5,,1022.0,
2022-02-27,18.9,16.0,22.0,0.0,,293.0,4.9,,1018.8,
2022-02-28,20.5,16.0,24.0,0.0,,105.0,10.2,,1015.8,
2022-03-01,20.7,19.0,22.0,0.0,,96.0,6.3,,1016.5,
2022-03-02,22.5,19.0,25.0,0.0,,157.0,6.5,,1016.5,
2022-03-03,22.4,18.0,26.0,0.0,,115.0,11.2,,1014.1,
2022-03-04,21.4,20.0,23.0,0.0,,107.0,10.9,,1012.7,
2022-03-05,21.4,21.0,22.0,0.5,,116.0,9.6,,1011.8,
2022-03-06,22.3,21.0,24.0,0.8,,110.0,11.2,,1011.5,
2022-03-07,20.2,19.0,24.0,15.2,,357.0,9.4,,1017.8,
2022-03-08,20.4,16.0,26.0,0.0,,117.0,12.5,,1015.8,
2022-03-09,19.9,16.0,23.0,0.0,,98.0,13.7,,1013.9,
2022-03-10,21.1,18.0,24.0,1.3,,106.0,11.1,,1013.6,
2022-03-11,22.0,20.0,24.0,0.0,,110.0,9.0,,1012.4,
2022-03-12,22.5,21.0,25.0,0.0,,124.0,14.4,,1011.0,
2022-03-13,22.9,21.0,25.0,0.0,,118.0,12.9,,1011.0,
2022-03-14,23.5,21.0,25.0,0.0,,102.0,9.9,,1011.0,
2022-03-15,24.7,22.0,28.0,0.0,,273.0,6.7,,1010.0,
2022-03-16,23.6,22.0,26.0,1.5,,116.0,12.0,,1008.3,
2022-03-17,23.6,22.0,25.0,0.0,,103.0,12.0,,1008.0,
2022-03-18,24.9,22.0,28.0,0.0,,112.0,9.6,,1008.4,
2022-03-19,24.3,22.0,26.0,0.0,,113.0,13.2,,1006.7,
2022-03-20,25.3,24.0,28.0,0.0,,115.0,16.8,,1006.7,
2022-03-21,25.2,24.0,28.0,0.0,,104.0,14.4,,1007.9,
2022-03-22,26.1,24.0,30.0,0.0,,87.0,12.9,,1009.0,
2022-03-23,17.9,16.0,25.0,9.9,,47.0,16.7,,1013.5,
2022-03-24,19.4,16.0,20.0,4.6,,93.0,12.8,,1010.9,
2022-03-25,23.1,19.0,25.0,0.3,,99.0,6.9,,1007.6,
2022-03-26,26.7,22.0,32.0,0.0,,36.0,8.8,,1007.5,
2022-03-27,21.2,18.0,25.0,5.8,,38.0,16.1,,1013.0,
2022-03-28,19.9,18.0,22.0,6.6,,74.0,8.3,,1016.5,
2022-03-29,20.1,18.0,22.0,0.0,,68.0,7.7,,1014.8,
2022-03-30,22.5,19.0,25.0,1.0,,78.0,9.3,,1013.5,
2022-03-31,23.9,20.0,29.0,0.3,,58.0,10.0,,1014.8,
2022-04-01,17.8,17.0,21.0,8.8,,350.0,17.2,,1021.6,
2022-04-02,19.1,17.0,22.0,0.0,,6.0,13.3,,1025.3,
2022-04-03,20.4,15.0,25.0,0.0,,12.0,8.4,,1022.3,
2022-04-04,21.4,17.0,26.0,0.0,,95.0,8.3,,1021.2,
2022-04-05,22.6,17.0,27.0,0.0,,318.0,5.1,,1019.8,
2022-04-06,24.8,18.0,29.0,0.0,,310.0,7.0,,1017.8,
2022-04-07,25.4,22.0,31.0,0.0,,320.0,8.3,,1016.4,
2022-04-08,25.1,20.0,31.0,0.0,,147.0,6.5,,1014.7,
2022-04-09,24.5,20.0,30.0,0.0,,113.0,13.0,,1012.0,
2022-04-10,24.6,20.0,29.0,0.0,,107.0,11.8,,1010.8,
2022-04-11,23.3,21.0,25.0,0.0,,112.0,9.5,,1009.9,
2022-04-12,25.1,23.0,28.0,0.0,,130.0,13.6,,1006.6,
2022-04-13,27.0,23.0,32.0,0.0,,100.0,6.9,,1006.5,
2022-04-14,27.4,23.0,31.0,0.0,,108.0,13.4,,1006.7,
2022-04-15,26.1,24.0,27.0,0.0,,112.0,14.6,,1007.4,
2022-04-16,21.6,20.0,26.0,6.1,,83.0,16.4,,1008.9,
2022-04-17,17.7,17.0,19.0,1.0,,36.0,14.2,,1014.2,
2022-04-18,19.6,17.0,23.0,2.8,,30.0,11.9,,1017.8,
2022-04-19,22.3,18.0,26.0,0.0,,43.0,8.7,,1017.4,
2022-04-20,22.0,19.0,25.0,0.0,,97.0,7.9,,1014.8,
2022-04-21,22.2,20.0,23.0,0.0,,69.0,9.9,,1011.7,
2022-04-22,25.8,22.0,29.0,0.0,,127.0,15.8,,1008.9,
2022-04-23,27.3,24.0,31.0,0.0,,116.0,12.8,,1007.5,
2022-04-24,26.8,25.0,29.0,0.0,,116.0,15.7,,1004.7,
2022-04-25,27.9,25.0,31.0,0.0,,92.0,15.1,,1004.0,
2022-04-26,28.1,26.0,31.0,0.0,,94.0,14.3,,1003.7,
2022-04-27,28.2,26.0,31.0,0.0,,104.0,14.9,,1005.7,
2022-04-28,26.9,26.0,28.0,0.0,,123.0,15.3,,1007.6,
2022-04-29,26.8,26.0,28.0,0.0,,107.0,9.4,,1008.9,
2022-04-30,27.8,26.0,32.0,1.5,,130.0,12.1,,1008.7,
2022-05-01,22.8,20.0,27.0,12.4,,30.0,17.4,,1012.9,
2022-05-02,23.7,20.0,27.0,0.0,,6.0,10.6,,1016.1,
2022-05-03,24.7,19.0,30.0,0.0,,329.0,7.6,,1016.0,
2022-05-04,25.5,19.0,30.0,0.0,,72.0,7.8,,1014.1,
2022-05-05,25.9,21.0,30.0,0.0,,85.0,10.5,,1011.5,
2022-05-06,26.3,23.0,29.0,0.0,,40.0,7.1,,1010.9,
2022-05-07,26.8,24.0,30.0,1.0,,113.0,10.7,,1010.7,
2022-05-08,26.1,24.0,29.0,3.0,,113.0,16.7,,1010.2,
2022-05-09,27.5,24.0,32.0,2.3,,133.0,16.0,,1009.0,
2022-05-10,28.7,26.0,33.0,2.5,,123.0,12.9,,1005.7,
2022-05-11,29.0,26.0,32.0,0.0,,90.0,10.9,,1004.0,
2022-05-12,26.6,24.0,31.0,38.1,,70.0,10.2,,1003.4,
2022-05-13,26.0,25.0,30.0,0.0,,57.0,14.7,,1003.8,
2022-05-14,24.7,23.0,26.0,4.1,,50.0,9.8,,1007.1,
2022-05-15,24.4,24.0,27.0,6.1,,42.0,11.5,,1009.0,
2022-05-16,23.5,22.0,26.0,0.0,,19.0,10.3,,1013.8,
2022-05-17,24.9,20.0,28.0,0.0,,58.0,7.7,,1013.2,
2022-05-18,25.8,22.0,29.0,0.0,,113.0,10.7,,1012.3,
2022-05-19,26.2,23.0,29.0,0.0,,117.0,10.8,,1010.8,
2022-05-20,26.9,24.0,30.0,0.0,,95.0,9.5,,1008.6,
2022-05-21,25.2,24.0,27.0,0.0,,41.0,11.8,,1006.0,
2022-05-22,24.3,23.0,25.0,49.0,,36.0,11.6,,1001.8,
2022-05-23,24.1,23.0,27.0,144.0,,57.0,10.1,,1002.4,
2022-05-24,24.2,23.0,25.0,48.0,,319.0,7.1,,1006.5,
2022-05-25,27.8,24.0,30.0,0.0,,41.0,6.8,,1004.9,
2022-05-26,28.6,26.0,33.0,0.0,,84.0,10.7,,1001.7,
2022-05-27,27.9,24.0,32.0,7.1,,79.0,11.0,,1000.3,
2022-05-28,28.7,26.0,33.0,5.5,,89.0,12.9,,1000.3,
2022-05-29,28.5,26.0,34.0,4.4,,93.0,12.1,,1001.5,
2022-05-30,27.3,26.0,32.0,29.0,,61.0,9.6,,1003.0,
2022-05-31,27.7,24.0,31.0,7.0,,49.0,8.9,,1004.5,
2022-06-01,28.8,25.0,34.0,0.3,,121.0,11.5,,1003.8,
2022-06-02,29.7,26.0,34.0,0.1,,116.0,8.9,,1001.6,
2022-06-03,31.3,26.0,37.0,0.0,,125.0,11.5,,1000.3,
2022-06-04,32.1,27.0,38.0,0.1,,100.0,9.0,,999.9,
2022-06-05,30.4,27.0,34.0,3.3,,59.0,10.7,,1000.2,
2022-06-06,27.1,25.0,30.0,3.0,,349.0,7.6,,1002.4,
2022-06-07,28.6,25.0,31.0,12.9,,277.0,6.8,,1003.5,
2022-06-08,27.2,26.0,31.0,5.5,,64.0,8.9,,1003.1,
2022-06-09,29.4,26.0,33.0,2.1,,58.0,7.1,,1002.6,
2022-06-10,29.2,27.0,33.0,1.8,,63.0,8.6,,1001.0,
2022-06-11,28.2,26.0,29.0,11.0,,45.0,6.5,,1003.3,
2022-06-12,31.0,28.0,34.0,2.5,,78.0,8.2,,1003.4,
2022-06-13,29.7,26.0,35.0,30.0,,43.0,9.7,,1003.1,
2022-06-14,27.7,25.0,30.0,18.7,,308.0,9.8,,1006.8,
2022-06-15,28.3,26.0,31.0,7.8,,219.0,7.9,,1007.5,
2022-06-16,30.3,25.0,35.0,7.1,,129.0,8.9,,1005.5,
2022-06-17,31.8,26.0,35.0,0.0,,170.0,9.3,,1002.5,
2022-06-18,32.6,27.0,36.0,0.0,,206.0,10.6,,1000.1,
2022-06-19,34.1,28.0,38.0,0.0,,196.0,9.5,,999.1,
2022-06-20,33.2,29.0,38.0,0.0,,186.0,9.9,,998.1,
2022-06-21,33.1,28.0,39.0,0.0,,131.0,12.9,,998.9,
2022-06-22,30.6,27.0,36.0,0.3,,106.0,15.4,,1003.8,
2022-06-23,28.3,24.0,33.0,8.2,,64.0,9.4,,1007.4,
2022-06-24,30.4,27.0,34.0,0.4,,128.0,13.5,,1006.5,
