time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-06-25,30.8,27.0,35.0,0.6,,134.0,13.5,,1005.2,
2022-06-26,30.5,27.0,34.0,0.2,,128.0,12.6,,1005.9,
2022-06-27,32.1,28.0,37.0,0.0,,142.0,12.3,,1004.1,
2022-06-28,32.2,28.0,36.0,1.8,,99.0,10.4,,1001.4,
2022-06-29,29.6,28.0,33.0,0.0,,39.0,8.2,,1000.0,
2022-06-30,28.6,23.0,32.0,24.0,,13.0,7.4,,1001.2,
2022-07-01,28.4,27.0,33.0,2.3,,310.0,9.4,,1000.9,
2022-07-02,30.1,26.0,36.0,8.8,,304.0,13.9,,997.2,
2022-07-03,32.2,26.0,37.0,11.7,,240.0,8.1,,997.3,
2022-07-04,32.1,30.0,36.0,2.2,,36.0,7.6,,997.7,
2022-07-05,28.8,24.0,36.0,18.0,,67.0,10.8,,1000.3,
2022-07-06,28.4,25.0,31.0,1.9,,109.0,7.0,,1003.2,
2022-07-07,27.2,25.0,32.0,13.1,,70.0,11.4,,1002.7,
2022-07-08,27.4,25.0,29.0,9.9,,67.0,7.7,,1004.1,
2022-07-09,27.3,25.0,30.0,9.6,,64.0,9.5,,1004.3,
2022-07-10,29.6,26.0,34.0,8.5,,24.0,5.3,,1004.5,
2022-07-11,30.2,27.0,34.0,13.1,,24.0,8.5,,1004.7,
2022-07-12,29.7,27.0,33.0,4.8,,82.0,8.8,,1004.5,
2022-07-13,28.7,27.0,33.0,3.3,,52.0,7.0,,1003.9,
2022-07-14,30.1,27.0,34.0,7.3,,61.0,9.4,,1003.9,
2022-07-15,29.6,25.0,33.0,3.8,,59.0,7.8,,1004.5,
2022-07-16,31.7,28.0,35.0,0.0,,123.0,12.6,,1003.9,
2022-07-17,32.3,29.0,36.0,0.0,,123.0,13.2,,1002.6,
2022-07-18,31.1,26.0,37.0,7.7,,92.0,13.0,,1000.1,
2022-07-19,29.2,26.0,35.0,0.0,,73.0,10.9,,1001.8,
2022-07-20,28.5,26.0,32.0,9.2,,89.0,9.7,,1005.9,
2022-07-21,27.4,26.0,31.0,36.5,,71.0,12.0,,1008.5,
2022-07-22,27.7,25.0,33.0,3.8,,76.0,10.4,,1010.5,
2022-07-23,30.1,26.0,34.0,0.5,,99.0,7.6,,1009.0,
2022-07-24,30.9,27.0,35.0,0.0,,123.0,11.3,,1007.0,
2022-07-25,30.8,26.0,35.0,0.0,,112.0,10.5,,1007.5,
2022-07-26,30.8,26.0,36.0,0.0,,116.0,11.2,,1006.6,
2022-07-27,30.7,27.0,35.0,0.0,,123.0,12.5,,1006.0,
2022-07-28,30.5,27.0,34.0,0.0,,88.0,11.4,,1006.2,
2022-07-29,31.1,27.0,35.0,0.0,,94.0,11.0,,1004.7,
2022-07-30,29.2,25.0,34.0,17.4,,119.0,7.8,,1003.4,
2022-07-31,29.4,27.0,34.0,24.1,,95.0,9.8,,1003.0,
2022-08-01,29.4,26.0,34.0,14.5,,98.0,10.2,,1004.2,
2022-08-02,30.3,27.0,34.0,1.1,,85.0,10.0,,1006.0,
2022-08-03,31.5,27.0,36.0,0.1,,66.0,7.5,,1005.8,
2022-08-04,29.8,26.0,35.0,3.7,,79.0,9.4,,1003.6,
2022-08-05,28.5,25.0,32.0,37.0,,161.0,9.6,,1002.8,
2022-08-06,27.3,25.0,29.0,32.0,,94.0,11.5,,1004.0,
2022-08-07,27.8,26.0,31.0,11.4,,14.0,8.8,,1005.3,
2022-08-08,28.1,26.0,35.0,6.2,,315.0,8.2,,1005.2,
2022-08-09,30.2,25.0,35.0,0.7,,325.0,5.0,,1003.0,
2022-08-10,27.8,26.0,32.0,22.0,,322.0,8.1,,1000.8,
2022-08-11,26.0,24.0,29.0,96.1,,304.0,14.9,,1000.3,
2022-08-12,25.2,23.0,26.0,34.7,,85.0,8.6,,1006.4,
2022-08-13,28.4,25.0,31.0,6.6,,76.0,7.3,,1006.4,
2022-08-14,28.7,26.0,33.0,3.6,,97.0,8.6,,1005.5,
2022-08-15,29.9,25.0,34.0,1.0,,90.0,9.3,,1004.5,
2022-08-16,30.9,27.0,35.0,1.5,,92.0,9.5,,1004.4,
2022-08-17,30.2,27.0,34.0,0.7,,96.0,9.2,,1004.3,
2022-08-18,30.7,27.0,35.0,0.2,,80.0,9.0,,1003.6,
2022-08-19,31.0,27.0,35.0,6.6,,65.0,8.4,,1002.5,
2022-08-20,27.2,24.0,31.0,45.8,,324.0,7.6,,1002.4,
2022-08-21,27.1,25.0,30.0,17.5,,57.0,13.8,,1002.8,
2022-08-22,29.9,25.0,34.0,0.8,,92.0,8.7,,1004.7,
2022-08-23,29.6,27.0,34.0,2.0,,97.0,9.4,,1005.4,
2022-08-24,31.2,27.0,35.0,8.5,,0.0,6.5,,1003.4,
2022-08-25,27.1,26.0,31.0,38.9,,281.0,11.3,,999.5,
2022-08-26,28.6,24.0,32.0,86.7,,128.0,16.5,,1002.7,
2022-08-27,29.7,27.0,34.0,15.2,,94.0,11.6,,1006.9,
2022-08-28,30.5,26.0,35.0,0.1,,108.0,12.2,,1007.1,
2022-08-29,30.6,27.0,36.0,0.0,,118.0,12.9,,1008.4,
2022-08-30,30.8,27.0,35.0,0.0,,113.0,10.6,,1008.2,
2022-08-31,30.6,27.0,34.0,2.3,,59.0,9.4,,1006.7,
2022-09-01,28.1,25.0,31.0,19.0,,8.0,9.2,,1008.7,
2022-09-02,30.5,26.0,35.0,8.9,,343.0,6.2,,1007.8,
2022-09-03,30.8,27.0,34.0,1.8,,68.0,7.7,,1004.9,
2022-09-04,26.7,25.0,30.0,18.6,,347.0,12.2,,1006.9,
2022-09-05,29.2,26.0,34.0,0.0,,306.0,8.0,,1007.0,
2022-09-06,30.4,25.0,36.0,0.0,,328.0,6.2,,1007.6,
2022-09-07,28.3,26.0,35.0,3.5,,12.0,7.0,,1010.4,
2022-09-08,26.7,25.0,31.0,53.8,,27.0,11.4,,1012.4,
2022-09-09,27.4,25.0,30.0,61.8,,318.0,6.8,,1012.7,
2022-09-10,28.4,26.0,32.0,9.6,,242.0,5.1,,1011.3,
2022-09-11,28.7,26.0,32.0,6.6,,62.0,8.2,,1009.7,
2022-09-12,29.4,26.0,33.0,5.7,,51.0,8.7,,1008.8,
2022-09-13,29.1,26.0,33.0,1.1,,322.0,6.3,,1009.3,
2022-09-14,29.9,26.0,35.0,0.5,,320.0,4.7,,1008.6,
2022-09-15,30.4,26.0,35.0,12.6,,88.0,9.5,,1005.9,
2022-09-16,27.8,26.0,31.0,4.4,,85.0,11.0,,1004.1,
2022-09-17,27.8,26.0,32.0,21.4,,65.0,9.4,,1006.1,
2022-09-18,29.8,25.0,34.0,0.0,,95.0,6.0,,1006.6,
2022-09-19,30.1,26.0,35.0,0.0,,68.0,7.9,,1006.3,
2022-09-20,29.1,27.0,34.0,12.7,,32.0,7.9,,1006.8,
2022-09-21,27.4,24.0,31.0,40.3,,16.0,7.4,,1008.8,
2022-09-22,27.6,25.0,32.0,25.1,,65.0,8.4,,1009.6,
2022-09-23,27.4,23.0,33.0,5.5,,357.0,8.3,,1010.2,
2022-09-24,26.9,24.0,29.0,12.5,,17.0,10.0,,1010.6,
2022-09-25,25.6,25.0,28.0,28.3,,11.0,9.0,,1011.3,
2022-09-26,28.2,24.0,33.0,0.2,,319.0,6.7,,1009.9,
2022-09-27,29.6,25.0,34.0,0.2,,318.0,6.7,,1007.0,
2022-09-28,26.4,25.0,30.0,26.0,,322.0,7.4,,1005.8,
2022-09-29,25.8,24.0,29.0,33.3,,353.0,8.5,,1006.8,
2022-09-30,26.6,25.0,31.0,18.2,,42.0,9.2,,1008.4,
2022-10-01,26.4,25.0,29.0,41.9,,82.0,11.4,,1009.7,
2022-10-02,26.8,25.0,30.0,26.2,,88.0,10.9,,1010.8,
2022-10-03,27.9,25.0,32.0,5.4,,23.0,7.3,,1012.1,
2022-10-04,27.4,25.0,33.0,4.0,,306.0,6.1,,1013.2,
2022-10-05,28.4,24.0,33.0,2.7,,38.0,6.4,,1013.1,
2022-10-06,26.3,24.0,33.0,1.8,,34.0,6.8,,1013.7,
2022-10-07,26.4,24.0,30.0,5.2,,49.0,5.6,,1014.0,
2022-10-08,26.9,24.0,30.0,12.1,,66.0,9.9,,1014.4,
2022-10-09,24.6,23.0,27.0,50.2,,21.0,15.2,,1017.3,
2022-10-10,22.9,22.0,27.0,0.0,,17.0,12.0,,1020.3,
2022-10-11,24.3,19.0,29.0,0.0,,20.0,6.3,,1017.5,
2022-10-12,25.2,21.0,30.0,0.0,,51.0,8.1,,1015.7,
2022-10-13,24.7,22.0,30.0,0.0,,19.0,5.7,,1014.5,
2022-10-14,25.5,19.0,31.0,0.0,,339.0,7.3,,1012.9,
2022-10-15,25.4,21.0,31.0,0.0,,337.0,8.4,,1012.9,
2022-10-16,27.3,19.0,32.0,0.0,,325.0,9.1,,1014.1,
2022-10-17,27.1,24.0,32.0,0.0,,337.0,14.0,,1014.5,
2022-10-18,25.3,23.0,30.0,0.0,,346.0,12.6,,1015.0,
2022-10-19,20.5,17.0,26.0,0.1,,23.0,10.7,,1016.8,
2022-10-20,17.6,16.0,18.0,19.3,,337.0,9.0,,1018.5,
2022-10-21,20.7,18.0,22.0,6.3,,315.0,8.4,,1018.7,
2022-10-22,26.1,20.0,32.0,0.0,,306.0,6.4,,1016.7,
2022-10-23,27.9,22.0,33.0,0.0,,346.0,4.8,,1015.0,
2022-10-24,28.0,23.0,33.0,0.0,,30.0,7.6,,1013.9,
2022-10-25,24.4,23.0,28.0,0.0,,262.0,7.9,,1016.1,
2022-10-26,25.6,23.0,28.0,2.2,,303.0,5.7,,1015.1,
2022-10-27,26.6,24.0,29.0,0.0,,132.0,7.6,,1014.6,
2022-10-28,27.1,24.0,31.0,0.5,,103.0,6.9,,1014.9,
2022-10-29,25.8,24.0,30.0,0.0,,359.0,7.6,,1015.0,
2022-10-30,26.1,21.0,30.0,0.0,,334.0,7.4,,1013.8,
2022-10-31,25.3,22.0,30.0,0.0,,10.0,11.7,,1014.8,
2022-11-01,23.8,21.0,30.0,0.0,,331.0,10.0,,1014.1,
2022-11-02,23.2,17.0,29.0,0.0,,312.0,6.2,,1011.9,
2022-11-03,23.7,17.0,30.0,0.0,,322.0,6.7,,1013.0,
2022-11-04,24.7,19.0,30.0,0.0,,324.0,7.1,,1016.1,
2022-11-05,24.3,20.0,29.0,0.0,,25.0,7.6,,1018.1,
2022-11-06,23.4,20.0,28.0,0.0,,69.0,6.5,,1017.6,
2022-11-07,23.8,19.0,28.0,0.0,,80.0,7.4,,1016.4,
2022-11-08,24.1,20.0,29.0,0.0,,41.0,6.0,,1016.5,
2022-11-09,24.9,19.0,29.0,0.0,,93.0,5.9,,1016.3,
2022-11-10,25.1,22.0,27.0,0.0,,127.0,6.0,,1015.8,
2022-11-11,25.8,23.0,30.0,0.7,,109.0,9.1,,1015.0,
2022-11-12,25.9,23.0,30.0,0.6,,98.0,10.2,,1013.8,
2022-11-13,25.8,22.0,28.0,1.6,,101.0,6.8,,1014.6,
2022-11-14,25.7,22.0,29.0,0.3,,32.0,5.6,,1014.8,
2022-11-15,26.1,23.0,29.0,0.0,,114.0,8.9,,1013.5,
2022-11-16,27.2,24.0,31.0,4.6,,121.0,11.6,,1011.6,
2022-11-17,26.8,25.0,31.0,0.6,,123.0,15.3,,1011.5,
2022-11-18,27.1,24.0,31.0,1.7,,116.0,13.6,,1012.5,
2022-11-19,26.4,25.0,29.0,21.2,,109.0,10.5,,1013.6,
2022-11-20,24.6,23.0,29.0,0.0,,51.0,9.5,,1013.0,
2022-11-21,25.2,22.0,30.0,0.0,,74.0,7.0,,1011.5,
2022-11-22,26.1,22.0,28.0,0.9,,1.0,5.2,,1011.3,
2022-11-23,25.9,25.0,29.0,1.2,,12.0,7.8,,1012.0,
2022-11-24,22.4,22.0,25.0,60.5,,41.0,9.7,,1013.6,
2022-11-25,23.4,21.0,25.0,1.2,,32.0,5.7,,1014.2,
2022-11-26,23.2,22.0,24.0,4.7,,67.0,11.6,,1012.5,
2022-11-27,27.1,24.0,31.0,0.0,,134.0,16.2,,1008.5,
2022-11-28,27.4,24.0,32.9,0.2,,123.0,14.2,,1008.1,
2022-11-29,28.1,25.0,32.0,0.0,,122.0,12.3,,1009.5,
2022-11-30,23.3,18.0,31.0,13.4,,108.0,19.5,,1013.5,
2022-12-01,14.4,14.0,18.0,5.6,,39.0,19.2,,1019.8,
2022-12-02,15.6,13.0,18.0,0.0,,13.0,13.3,,1020.6,
2022-12-03,17.9,15.0,20.0,0.0,,34.0,7.7,,1017.3,
2022-12-04,16.7,15.0,19.0,0.0,,23.0,13.6,,1019.1,
2022-12-05,16.5,15.0,20.0,0.6,,19.0,12.7,,1021.6,
2022-12-06,17.6,14.0,19.0,0.0,,40.0,9.3,,1019.3,
2022-12-07,16.3,15.0,18.0,0.0,,20.0,10.5,,1018.7,
2022-12-08,16.6,16.0,17.0,0.0,,11.0,9.3,,1018.4,
2022-12-09,16.3,16.0,17.0,0.0,,13.0,10.4,,1016.9,
2022-12-10,16.8,15.0,18.0,4.2,,23.0,8.6,,1016.7,
2022-12-11,18.7,17.0,21.0,0.0,,8.0,6.9,,1017.8,
2022-12-12,17.7,16.0,22.0,0.0,,2.0,8.6,,1020.0,
2022-12-13,18.5,13.0,23.0,0.0,,68.0,7.3,,1019.6,
2022-12-14,17.3,14.0,22.0,0.0,,21.0,9.9,,1021.3,
2022-12-15,17.8,11.0,22.0,0.0,,100.0,8.2,,1016.8,
2022-12-16,20.3,13.0,24.0,0.0,,16.0,6.9,,1017.2,
2022-12-17,18.3,17.0,21.0,0.0,,19.0,17.5,,1026.0,
2022-12-18,15.3,13.0,20.0,0.0,,19.0,13.4,,1026.8,
2022-12-19,14.7,9.0,20.0,0.0,,58.0,7.5,,1020.5,
2022-12-20,18.2,10.0,22.0,0.0,,70.0,6.1,,1017.0,
2022-12-21,18.0,15.0,23.0,0.0,,333.0,9.6,,1018.0,
2022-12-22,19.1,12.0,23.0,0.0,,69.0,6.5,,1016.6,
2022-12-23,19.6,15.0,24.0,0.0,,81.0,9.7,,1017.5,
2022-12-24,18.7,14.0,24.0,0.0,,47.0,6.4,,1020.1,
2022-12-25,18.4,13.0,23.0,0.0,,109.0,9.7,,1019.9,
2022-12-26,17.6,14.0,20.0,0.4,,74.0,7.2,,1020.5,
2022-12-27,19.4,17.0,21.0,0.0,,111.0,8.4,,1019.8,
2022-12-28,13.6,12.0,19.0,1.5,,43.0,14.6,,1022.3,
2022-12-29,13.6,12.0,15.0,0.2,,11.0,12.2,,1026.3,
2022-12-30,14.4,13.0,16.0,0.0,,5.0,10.1,,1026.8,
2022-12-31,15.0,14.0,17.0,0.0,,7.0,6.9,,1025.5,
2023-01-01,17.7,11.0,21.0,0.0,,311.0,6.0,,1023.8,
2023-01-02,17.9,16.0,21.0,0.0,,37.0,8.8,,1024.2,
2023-01-03,18.5,15.0,21.0,0.0,,36.0,8.8,,1024.6,
2023-01-04,19.2,16.0,21.0,0.0,,90.0,8.2,,1022.3,
2023-01-05,19.4,17.0,21.0,0.0,,67.0,7.1,,1023.0,
2023-01-06,19.1,17.0,25.0,0.0,,16.0,17.0,,1024.8,
2023-01-07,18.1,13.0,22.0,0.0,,300.0,5.5,,1020.9,
2023-01-08,19.7,16.0,23.0,0.0,,254.0,7.1,,1019.0,
2023-01-09,20.6,17.0,23.0,0.0,,300.0,6.5,,1018.8,
2023-01-10,19.7,18.0,23.0,4.6,,39.0,7.6,,1018.0,
2023-01-11,19.6,18.0,21.0,1.4,,41.0,6.4,,1015.3,
2023-01-12,21.1,19.0,24.0,0.0,,128.0,10.3,,1011.7,
2023-01-13,22.9,19.0,29.0,0.0,,108.0,10.5,,1008.4,
2023-01-14,24.3,20.0,32.0,0.0,,59.0,9.1,,1006.1,
2023-01-15,17.8,15.0,22.0,1.2,,65.0,18.6,,1013.1,
2023-01-16,13.2,12.0,15.0,0.0,,42.0,15.4,,1021.7,
2023-01-17,12.9,11.0,14.0,0.0,,19.0,12.4,,1024.1,
2023-01-18,14.9,13.0,17.0,0.0,,355.0,8.7,,1025.0,
2023-01-19,15.0,14.0,17.0,0.0,,24.0,7.9,,1023.2,
2023-01-20,15.6,14.0,18.0,0.0,,314.0,6.2,,1021.7,
2023-01-21,17.8,12.0,23.0,0.0,,127.0,8.1,,1017.6,
2023-01-22,18.5,15.0,21.0,0.0,,77.0,6.2,,1014.9,
2023-01-23,19.5,17.0,23.0,4.0,,82.0,8.5,,1015.5,
2023-01-24,15.1,12.0,20.0,1.7,,21.0,18.5,,1025.5,
2023-01-25,14.3,7.0,19.0,0.0,,107.0,11.3,,1021.2,
2023-01-26,15.6,11.0,18.0,0.5,,48.0,7.0,,1017.0,
2023-01-27,15.1,14.0,17.0,0.5,,19.0,14.6,,1024.3,
2023-01-28,14.3,12.0,19.0,0.0,,49.0,9.2,,1024.4,
2023-01-29,14.7,9.0,21.0,0.0,,23.0,6.7,,1024.3,
2023-01-30,15.6,9.0,22.0,0.0,,129.0,6.8,,1021.3,
2023-01-31,17.3,10.0,23.0,0.0,,104.0,11.9,,1015.1,
2023-02-01,19.7,14.0,22.0,0.0,,119.0,10.0,,1012.9,
2023-02-02,21.1,17.9,23.0,0.8,,115.0,5.0,,1015.2,
2023-02-03,20.2,20.0,22.0,6.5,,172.0,8.3,,1014.9,
2023-02-04,20.7,19.0,22.0,2.5,,128.0,10.7,,1012.5,
2023-02-05,20.6,20.0,23.0,4.0,,120.0,12.2,,1011.8,
2023-02-06,20.4,20.0,21.0,5.2,,124.0,12.5,,1011.0,
2023-02-07,21.0,20.0,22.0,4.8,,108.0,9.5,,1011.8,
2023-02-08,21.5,21.0,22.0,4.7,,132.0,11.3,,1011.8,
2023-02-09,22.3,21.0,24.0,3.8,,132.0,12.6,,1012.4,
2023-02-10,22.5,21.0,24.0,1.6,,122.0,12.9,,1011.5,
2023-02-11,23.3,22.0,25.0,0.0,,126.0,17.4,,1008.9,
2023-02-12,24.4,22.0,27.0,0.0,,119.0,15.7,,1008.2,
2023-02-13,24.5,22.0,29.0,0.0,,107.0,10.4,,1010.0,
2023-02-14,18.1,17.0,24.0,1.8,,51.0,17.5,,1017.9,
2023-02-15,16.7,16.0,17.0,0.4,,42.0,10.1,,1022.7,
2023-02-16,16.7,16.0,18.0,0.0,,38.0,6.9,,1023.5,
2023-02-17,18.2,16.0,20.0,0.0,,64.0,5.4,,1020.0,
2023-02-18,20.8,17.0,23.0,0.0,,117.0,7.9,,1016.8,
2023-02-19,20.1,19.0,23.0,2.3,,322.0,9.5,,1019.1,
2023-02-20,20.8,18.0,24.0,0.0,,48.0,9.1,,1018.6,
2023-02-21,21.2,19.0,24.0,0.0,,124.0,7.5,,1019.6,
2023-02-22,20.4,19.0,23.0,0.0,,143.0,10.6,,1019.5,
2023-02-23,20.7,18.0,23.0,0.1,,122.0,9.0,,1016.7,
2023-02-24,18.8,18.0,21.0,1.3,,55.0,11.8,,1020.1,
2023-02-25,19.0,16.0,25.0,0.0,,22.0,13.0,,1026.2,
2023-02-26,17.8,13.0,23.0,0.0,,78.0,8.5,,1028.1,
2023-02-27,18.2,12.0,23.0,0.0,,102.0,7.6,,1025.5,
2023-02-28,19.6,14.0,24.0,0.0,,119.0,8.7,,1022.0,
2023-03-01,19.6,17.0,21.0,0.0,,68.0,5.9,,1021.7,
2023-03-02,22.3,18.0,27.0,0.0,,214.0,9.5,,1022.3,
2023-03-03,21.4,17.0,25.0,0.0,,100.0,8.4,,1022.9,
2023-03-04,19.3,18.0,23.0,0.0,,15.0,11.3,,1024.2,
2023-03-05,21.7,16.0,26.0,0.0,,153.0,8.0,,1021.8,
2023-03-06,21.9,18.0,26.0,0.0,,109.0,13.4,,1019.4,
2023-03-07,22.1,20.0,26.0,0.5,,136.0,13.8,,1018.0,
2023-03-08,21.7,20.0,24.0,0.0,,113.0,11.5,,1018.4,
2023-03-09,23.6,19.0,29.0,0.0,,283.0,7.9,,1017.7,
2023-03-10,23.6,20.0,29.0,0.0,,112.0,15.5,,1014.6,
2023-03-11,21.5,21.0,22.0,0.6,,110.0,9.1,,1016.2,
2023-03-12,22.7,21.0,27.0,8.1,,39.0,7.9,,1018.8,
2023-03-13,18.9,17.0,21.0,1.2,,3.0,12.2,,1021.3,
2023-03-14,21.3,16.0,26.0,0.0,,127.0,11.5,,1014.1,
2023-03-15,21.3,18.0,26.9,0.3,,108.0,7.8,,1012.9,
2023-03-16,24.3,20.2,29.0,0.3,,122.0,12.1,,1014.0,
2023-03-17,23.6,21.0,26.0,0.0,,123.0,13.7,,1013.5,
2023-03-18,23.3,22.0,25.0,0.1,,131.0,14.1,,1013.0,
2023-03-19,24.4,22.0,27.0,0.1,,134.0,14.3,,1011.2,
2023-03-20,24.9,23.0,28.0,0.0,,128.0,15.4,,1008.0,
2023-03-21,25.8,23.0,29.0,0.0,,109.0,12.3,,1005.1,
2023-03-22,27.7,24.0,34.0,0.0,,98.0,12.6,,1003.1,
2023-03-23,27.1,25.0,32.0,0.0,,91.0,11.9,,1003.3,
2023-03-24,27.1,25.0,30.0,7.1,,94.0,13.3,,1005.8,
2023-03-25,23.6,22.0,27.0,12.1,,114.0,15.1,,1009.2,
2023-03-26,18.7,18.0,21.0,9.1,,50.0,15.6,,1011.5,
2023-03-27,19.2,17.0,21.0,1.1,,42.0,11.0,,1014.8,
2023-03-28,17.9,17.0,19.0,0.2,,45.0,10.5,,1016.5,
2023-03-29,19.3,16.0,22.0,0.0,,41.0,9.3,,1014.5,
2023-03-30,19.8,17.0,22.0,0.9,,72.0,8.5,,1012.3,
2023-03-31,20.4,19.0,22.0,0.0,,75.0,4.5,,1011.5,
2023-04-01,21.6,20.0,22.0,0.7,,79.0,4.4,,1009.6,
2023-04-02,24.2,22.0,26.0,1.4,,110.0,9.1,,1006.9,
2023-04-03,26.0,23.0,30.0,0.0,,107.0,14.2,,1005.1,
2023-04-04,26.6,24.0,30.0,0.0,,100.0,12.7,,1003.9,
2023-04-05,27.6,25.0,32.0,0.0,,101.0,12.2,,1004.7,
2023-04-06,27.8,25.0,32.0,0.2,,99.0,12.0,,1008.2,
2023-04-07,23.3,23.0,25.0,0.1,,60.0,11.4,,1013.8,
2023-04-08,19.8,19.0,23.0,4.6,,34.0,11.1,,1018.9,
2023-04-09,18.9,18.0,20.0,0.0,,68.0,8.6,,1016.8,
2023-04-10,20.9,18.0,22.0,0.0,,54.0,5.9,,1011.8,
2023-04-11,23.4,21.0,26.0,1.9,,46.0,5.6,,1009.3,
2023-04-12,24.2,23.0,26.0,4.1,,123.0,9.5,,1009.7,
2023-04-13,24.1,23.0,25.0,1.8,,117.0,11.5,,1008.7,
2023-04-14,24.4,24.0,25.0,2.5,,99.0,10.6,,1008.3,
2023-04-15,25.7,24.0,30.0,48.7,,38.0,7.1,,1010.6,
2023-04-16,25.9,22.0,30.0,0.0,,146.0,8.4,,1008.9,
2023-04-17,26.1,23.0,28.0,0.0,,112.0,14.2,,1006.8,
2023-04-18,27.2,25.0,30.0,0.0,,109.0,13.2,,1004.9,
2023-04-19,28.2,26.0,32.0,0.0,,97.0,10.0,,1001.9,
2023-04-20,27.9,25.0,31.0,0.0,,106.0,8.7,,1000.9,
2023-04-21,28.4,26.0,32.0,0.0,,108.0,9.7,,1001.6,
2023-04-22,28.3,26.0,31.0,0.0,,109.0,15.1,,1003.7,
2023-04-23,28.0,26.0,31.0,0.2,,115.0,15.0,,1007.9,
2023-04-24,28.1,26.0,33.0,16.4,,115.0,14.1,,1010.2,
2023-04-25,20.2,18.0,27.0,1.9,,60.0,13.9,,1014.0,
2023-04-26,22.8,20.0,26.0,0.0,,322.0,6.1,,1014.1,
2023-04-27,25.9,21.0,31.0,0.0,,97.0,13.7,,1011.0,
2023-04-28,27.0,24.0,30.0,0.8,,123.0,14.2,,1009.7,
2023-04-29,24.3,22.0,29.0,23.3,,80.0,13.1,,1011.3,
2023-04-30,23.4,21.0,25.0,0.0,,31.0,7.4,,1013.1,
2023-05-01,25.6,22.0,30.0,0.0,,92.0,10.2,,1011.6,
2023-05-02,26.7,22.0,31.0,0.2,,126.0,13.9,,1011.1,
2023-05-03,28.4,25.0,32.0,0.0,,134.0,16.4,,1009.3,
2023-05-04,29.2,26.0,34.0,0.0,,120.0,17.1,,1004.1,
2023-05-05,29.9,27.0,36.0,0.0,,98.0,14.0,,999.5,
2023-05-06,31.9,27.0,39.0,0.0,,98.0,11.6,,998.3,
2023-05-07,29.9,28.0,36.0,24.5,,98.0,14.6,,1001.3,
2023-05-08,24.1,23.0,28.0,45.1,,57.0,14.1,,1008.2,
2023-05-09,23.9,21.0,26.0,0.4,,62.0,11.3,,1010.5,
2023-05-10,27.3,24.0,30.0,8.9,,94.0,11.0,,1009.3,
2023-05-11,26.8,24.0,33.0,30.8,,79.0,11.8,,1011.3,
2023-05-12,25.2,24.0,29.0,5.4,,49.0,13.2,,1013.9,
2023-05-13,23.3,22.0,25.0,0.6,,47.0,12.0,,1014.2,
2023-05-14,23.3,20.0,26.0,0.0,,321.0,7.6,,1012.6,
2023-05-15,27.4,22.0,32.0,0.0,,98.0,10.4,,1009.0,
2023-05-16,29.9,25.0,36.0,0.0,,126.0,12.2,,1004.8,
2023-05-17,32.4,26.0,39.0,0.0,,111.0,9.5,,1002.8,
2023-05-18,32.7,27.0,39.0,0.0,,66.0,9.6,,1002.7,
2023-05-19,31.1,27.0,36.0,0.0,,97.0,14.0,,1003.5,
2023-05-20,30.9,27.0,36.0,0.0,,105.0,14.5,,1003.8,
2023-05-21,31.4,28.0,36.0,0.0,,103.0,15.3,,1004.4,
2023-05-22,32.3,28.0,38.0,0.0,,100.0,13.3,,1003.9,
2023-05-23,29.7,29.0,35.0,17.0,,95.0,16.0,,1004.8,
2023-05-24,27.7,24.0,33.0,12.5,,94.0,11.9,,1006.4,
2023-05-25,27.7,24.0,32.0,13.2,,105.0,11.9,,1007.4,
2023-05-26,28.6,25.0,32.0,7.8,,97.0,11.3,,1007.8,
2023-05-27,29.4,26.0,33.0,7.0,,104.0,15.2,,1006.7,
2023-05-28,29.9,27.0,34.0,0.2,,108.0,13.0,,1007.3,
2023-05-29,30.8,27.0,35.0,0.1,,96.0,9.6,,1007.5,
2023-05-30,31.5,27.0,36.0,0.0,,100.0,9.5,,1005.6,
2023-05-31,31.9,27.0,37.0,0.0,,106.0,11.9,,1002.8,
2023-06-01,31.8,28.0,37.0,0.0,,91.0,13.6,,1000.8,
2023-06-02,31.8,29.0,38.0,0.0,,95.0,12.8,,1001.7,
2023-06-03,31.1,26.0,37.0,13.8,,168.0,10.4,,1004.8,
2023-06-04,30.1,26.0,36.0,43.9,,108.0,13.2,,1004.9,
2023-06-05,30.3,26.0,34.0,18.0,,94.0,7.5,,1004.9,
2023-06-06,28.4,27.0,34.0,23.1,,28.0,8.3,,1005.3,
2023-06-07,31.2,27.0,36.0,3.6,,310.0,8.7,,1004.9,
2023-06-08,29.7,27.0,35.0,7.8,,65.0,10.4,,1003.8,
2023-06-09,29.9,25.0,33.0,21.1,,271.0,12.7,,1003.0,
2023-06-10,31.9,28.0,36.0,0.1,,310.0,7.4,,1001.1,
2023-06-11,31.8,28.0,37.0,0.0,,97.0,9.4,,1001.0,
2023-06-12,30.1,28.0,34.0,10.3,,98.0,12.1,,1001.5,
2023-06-13,28.9,25.0,34.0,23.5,,320.0,9.5,,1001.7,
2023-06-14,27.3,25.0,30.0,8.5,,7.0,6.5,,1004.5,
2023-06-15,30.1,26.0,34.0,12.1,,110.0,8.1,,1003.5,
2023-06-16,31.8,28.0,35.0,1.7,,107.0,11.9,,1001.8,
2023-06-17,29.7,24.0,36.0,0.9,,113.0,11.9,,1002.7,
